PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
354651,2020-04-11,"Bagel w/CC, Item Only",2.49,4,9.96,0.78,0.98,0,8.98
354651,2020-04-11,z-No Price 1.5oz Plain CC,0.0,3,0.0,0.0,0.0,0,0.0
354651,2020-04-11,Everything Bagel,1.39,1,1.39,0.11,0.0,0,1.39
354651,2020-04-11,"Coca-Cola Cooler Beverages, Apple Juice",1.99,7,13.93,1.08,0.0,0,13.93
354651,2020-04-11,"Coca-Cola Cooler Beverages, Bottled Water",1.89,3,5.67,0.44,0.0,0,5.67
354651,2020-04-11,"Coca-Cola Cooler Beverages, Diet Coke",1.89,1,1.89,0.15,0.0,0,1.89
354651,2020-04-11,"Coca-Cola Cooler Beverages, Simply Orange Juice",2.29,2,4.58,0.36,0.0,0,4.58
354651,2020-04-11,"Coca-Cola Cooler Beverages, Sprite Lemon-Lime",1.89,1,1.89,0.15,0.0,0,1.89
354651,2020-04-11,"Dairy Cooler Beverages, Nesquik Choc LowFat",1.99,2,3.98,0.31,0.0,0,3.98
354651,2020-04-11,"Dairy Cooler Beverages, Nesquik Strawberry",1.99,1,1.99,0.15,0.0,0,1.99
354651,2020-04-11,"Cold Brew Coffee, Large",3.79,2,7.58,0.59,3.79,0,3.79
354651,2020-04-11,"Cold Brew Coffee, Medium",3.29,1,3.29,0.26,0.0,0,3.29
354651,2020-04-11,"Cold Brew Coffee, Small",2.79,1,2.79,0.22,0.0,0,2.79
354651,2020-04-11,"Energy Cold Brew, Large",4.69,2,9.38,0.73,4.69,0,4.69
354651,2020-04-11,"Iced Coffee, Large, Dark Roast",3.29,1,3.29,0.26,3.29,0,0.0
354651,2020-04-11,"Iced Coffee, Large, Original Blend",3.29,26,85.54,6.66,9.87,0,75.67
354651,2020-04-11,"Iced Coffee, Medium, Dark Roast",2.79,1,2.79,0.22,0.0,0,2.79
354651,2020-04-11,"Iced Coffee, Medium, Decaf",2.79,1,2.79,0.22,0.0,0,2.79
354651,2020-04-11,"Iced Coffee, Medium, Original Blend",2.79,34,94.86,7.39,8.37,0,86.49
354651,2020-04-11,"Iced Coffee, Small, Decaf",2.29,1,2.29,0.18,0.0,0,2.29
354651,2020-04-11,"Iced Coffee, Small, Original Blend",2.29,9,20.61,1.6,0.0,0,20.61
354651,2020-04-11,"Coolatta, Small, Blue Raspberry",2.99,1,2.99,0.23,0.0,0,2.99
354651,2020-04-11,Add Espresso Shot,0.99,4,3.96,0.31,0.0,0,3.96
354651,2020-04-11,"Add Espresso Shot - Espresso, Regular",0.99,1,0.99,0.08,0.0,0,0.99
354651,2020-04-11,"Americano, Large, Original",3.99,1,3.99,0.31,0.0,0,3.99
354651,2020-04-11,"Cappuccino, Large, Original",3.99,1,3.99,0.31,0.0,0,3.99
354651,2020-04-11,"Cappuccino, Medium, Original",2.0,2,4.0,0.31,0.0,0,4.0
354651,2020-04-11,"Iced Latte, Large, Original",4.49,5,22.45,1.75,0.0,0,22.45
354651,2020-04-11,"Iced Latte, Medium, Original",2.0,2,4.0,0.31,0.0,0,4.0
354651,2020-04-11,"Iced Latte, Medium, Original",4.09,4,16.36,1.27,0.0,0,16.36
354651,2020-04-11,"Iced Latte, Small, Original",3.59,1,3.59,0.28,0.0,0,3.59
354651,2020-04-11,"Iced Macchiato, Large, Original",4.79,1,4.79,0.37,0.0,0,4.79
354651,2020-04-11,"Iced Macchiato, Medium, Original",4.39,1,4.39,0.34,0.0,0,4.39
354651,2020-04-11,"Iced Matcha Latte, Medium",4.29,1,4.29,0.33,0.0,0,4.29
354651,2020-04-11,"Iced Signature Latte, Large, Original, Caramel Craze",4.79,1,4.79,0.37,0.0,0,4.79
354651,2020-04-11,"Iced Signature Latte, Medium, Original, Caramel Craze",4.39,1,4.39,0.34,0.0,0,4.39
354651,2020-04-11,"Iced Signature Latte, Small, Original, Cocoa Mocha",3.89,1,3.89,0.3,0.0,0,3.89
354651,2020-04-11,"Latte, Large, Original",3.99,4,15.96,1.24,0.0,0,15.96
354651,2020-04-11,"Latte, Medium, Original",3.59,2,7.18,0.56,0.0,0,7.18
354651,2020-04-11,"Signature Latte, Large, Original, Caramel Craze",4.29,2,8.58,0.67,0.0,0,8.58
354651,2020-04-11,"Box of Joe, Original Blend",15.99,1,15.99,1.25,0.0,0,15.99
354651,2020-04-11,"Hot Coffee, Large, Decaf",2.39,2,4.78,0.37,0.0,0,4.78
354651,2020-04-11,"Hot Coffee, Large, Original Blend",2.39,22,52.58,4.09,2.39,0,50.19
354651,2020-04-11,"Hot Coffee, Medium, Decaf",2.09,4,8.36,0.65,0.11,0,8.25
