PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
355673,2020-04-11,Bagel w/ Other Spread,1.74,3,5.22,0.14,0.17,0.0,5.05
355673,2020-04-11,"Bagel w/CC, Item Only",2.49,32,79.68,2.14,6.33,0.0,73.35
355673,2020-04-11,z-No Price 1.5oz Plain CC,0.0,21,0.0,0.0,0.0,0.0,0.0
355673,2020-04-11,z-No Price 1.5oz Strawberry CC,0.0,6,0.0,0.0,0.0,0.0,0.0
355673,2020-04-11,z-No Price 1.5oz Veggie CC,0.0,5,0.0,0.0,0.0,0.0,0.0
355673,2020-04-11,Everything Bagel,1.39,11,15.29,0.41,0.0,0.0,15.29
355673,2020-04-11,Plain Bagel,1.39,3,4.17,0.11,0.0,0.0,4.17
355673,2020-04-11,"Croissant, Plain Croissant",1.59,5,7.95,0.21,0.0,0.0,7.95
355673,2020-04-11,"English Muffin, Item Only",1.69,3,5.07,0.14,0.0,0.0,5.07
355673,2020-04-11,Multigrain Thin w/CC,2.29,1,2.29,0.06,0.0,0.0,2.29
355673,2020-04-11,Texas Toast,0.99,2,1.98,0.05,0.0,0.0,1.98
355673,2020-04-11,"Coca-Cola Cooler Beverages, Apple Juice",1.99,3,5.97,0.16,0.0,0.0,5.97
355673,2020-04-11,"Coca-Cola Cooler Beverages, Bottled Water",1.89,5,9.45,0.25,0.0,0.0,9.45
355673,2020-04-11,"Coca-Cola Cooler Beverages, Diet Coke",1.89,2,3.78,0.1,0.0,0.0,3.78
355673,2020-04-11,"Coca-Cola Cooler Beverages, Powerade Fruit Punch",2.69,1,2.69,0.07,0.0,0.0,2.69
355673,2020-04-11,"Coca-Cola Cooler Beverages, Simply Orange Juice",2.29,2,4.58,0.12,0.0,0.0,4.58
355673,2020-04-11,"Coca-Cola Cooler Beverages, Sprite Lemon-Lime",1.89,1,1.89,0.05,0.0,0.0,1.89
355673,2020-04-11,"Dairy Cooler Beverages, Milk 14oz Whole Choc",1.99,5,9.95,0.27,0.0,0.0,9.95
355673,2020-04-11,"Dairy Cooler Beverages, Milk 16oz Whole Choc",1.99,1,1.99,0.05,0.0,0.0,1.99
355673,2020-04-11,"Cold Brew Coffee, Large",3.79,2,7.58,0.2,0.0,0.0,7.58
355673,2020-04-11,"Cold Brew Coffee, Medium",3.29,9,29.61,0.79,6.58,0.0,23.03
355673,2020-04-11,"Cold Brew Coffee, Small",2.79,1,2.79,0.07,0.0,0.0,2.79
355673,2020-04-11,"Iced Coffee, Large, Decaf",3.29,2,6.58,0.18,0.0,0.0,6.58
355673,2020-04-11,"Iced Coffee, Large, Original Blend",3.29,53,174.37,4.68,6.58,3.29,164.5
355673,2020-04-11,"Iced Coffee, Medium, Decaf",2.79,3,8.37,0.22,0.0,0.0,8.37
355673,2020-04-11,"Iced Coffee, Medium, Original Blend",2.79,83,231.57,6.21,0.14,0.0,231.43
355673,2020-04-11,"Iced Coffee, Small, Decaf",2.29,1,2.29,0.06,0.0,0.0,2.29
355673,2020-04-11,"Iced Coffee, Small, Original Blend",2.29,17,38.93,1.04,0.0,0.0,38.93
355673,2020-04-11,"Coolatta, Large, Strawberry",4.29,1,4.29,0.12,0.0,0.0,4.29
355673,2020-04-11,"Coolatta, Large, Vanilla Bean",4.29,2,8.58,0.23,4.29,0.0,4.29
355673,2020-04-11,"Coolatta, Medium, Strawberry",3.79,1,3.79,0.1,0.0,0.0,3.79
355673,2020-04-11,"Coolatta, Medium, Vanilla Bean",3.79,3,11.37,0.31,0.0,0.0,11.37
355673,2020-04-11,"Coolatta, Small, Blue Raspberry",2.99,2,5.98,0.16,0.0,0.0,5.98
355673,2020-04-11,"Coolatta, Small, Strawberry",2.99,6,17.94,0.48,0.0,0.0,17.94
355673,2020-04-11,"Coolatta, Small, Vanilla Bean",2.99,3,8.97,0.24,0.0,0.0,8.97
355673,2020-04-11,Add Espresso Shot,0.99,11,10.89,0.29,0.0,0.0,10.89
355673,2020-04-11,"Add Espresso Shot - Espresso, Regular",0.99,7,6.93,0.19,0.0,0.0,6.93
355673,2020-04-11,"Add Espresso Shot - Hot Winter Beverages, Regular",0.99,1,0.99,0.03,0.0,0.0,0.99
355673,2020-04-11,Add Shot Espresso (D-cnd),0.99,1,0.99,0.03,0.0,0.0,0.99
355673,2020-04-11,"Americano, Medium, Decaf",3.59,2,7.18,0.19,0.0,0.0,7.18
355673,2020-04-11,"Americano, Small, Original",3.09,3,9.27,0.25,0.0,0.0,9.27
355673,2020-04-11,"Cappuccino, Large, Original",3.99,1,3.99,0.11,0.0,0.0,3.99
355673,2020-04-11,"Cappuccino, Medium, Original",2.0,1,2.0,0.05,0.0,0.0,2.0
355673,2020-04-11,"Cappuccino, Medium, Original",3.59,2,7.18,0.19,3.59,0.0,3.59
355673,2020-04-11,"Iced Americano, Large, Original",4.49,3,13.47,0.36,4.49,0.0,8.98
355673,2020-04-11,"Iced Americano, Small, Original",3.59,1,3.59,0.1,0.0,0.0,3.59
355673,2020-04-11,"Iced Cappuccino, Large, Original",4.49,1,4.49,0.12,0.0,0.0,4.49
355673,2020-04-11,"Iced Cappuccino, Medium, Original",2.0,1,2.0,0.05,0.0,0.0,2.0
355673,2020-04-11,"Iced Cappuccino, Medium, Original",4.09,1,4.09,0.11,0.0,0.0,4.09
355673,2020-04-11,"Iced Chai Latte, Large",3.89,1,3.89,0.1,0.0,0.0,3.89
355673,2020-04-11,"Iced Latte, Large, Original",4.49,14,62.86,1.69,8.98,0.0,53.88
355673,2020-04-11,"Iced Latte, Medium, Original",2.0,6,12.0,0.32,0.0,0.0,12.0
355673,2020-04-11,"Iced Latte, Medium, Original",4.09,20,81.8,2.19,4.09,0.0,77.71
355673,2020-04-11,"Iced Latte, Small, Original",3.59,2,7.18,0.19,0.0,0.0,7.18
355673,2020-04-11,"Iced Macchiato, Large, Original",4.79,2,9.58,0.26,0.0,0.0,9.58
355673,2020-04-11,"Iced Macchiato, Medium, Decaf",4.39,1,4.39,0.12,0.0,0.0,4.39
355673,2020-04-11,"Iced Macchiato, Medium, Original",4.39,15,65.85,1.77,0.0,0.0,65.85
355673,2020-04-11,"Iced Macchiato, Small, Original",3.89,1,3.89,0.1,0.0,0.0,3.89
355673,2020-04-11,"Iced Matcha Latte, Large",4.79,3,14.37,0.39,0.0,0.0,14.37
355673,2020-04-11,"Iced Matcha Latte, Medium",4.29,4,17.16,0.46,0.0,0.0,17.16
355673,2020-04-11,"Iced Signature Latte, Large, Original, Blueberry Crisp",4.79,1,4.79,0.13,0.0,0.0,4.79
355673,2020-04-11,"Iced Signature Latte, Large, Original, Caramel Craze",4.79,4,19.16,0.51,4.79,0.0,14.37
355673,2020-04-11,"Iced Signature Latte, Medium, Original, Caramel Craze",4.39,4,17.56,0.47,0.0,0.0,17.56
355673,2020-04-11,"Iced Signature Latte, Medium, Original, Cocoa Mocha",4.39,1,4.39,0.12,0.0,0.0,4.39
355673,2020-04-11,"Latte, Large, Original",3.99,3,11.97,0.32,0.0,0.0,11.97
355673,2020-04-11,"Latte, Medium, Original",2.0,3,6.0,0.16,0.0,0.0,6.0
355673,2020-04-11,"Latte, Medium, Original",3.59,12,43.08,1.16,0.0,0.0,43.08
355673,2020-04-11,"Latte, Small, Original",3.09,1,3.09,0.08,0.0,0.0,3.09
355673,2020-04-11,"Signature Latte, Medium, Original, Caramel Craze",3.89,1,3.89,0.1,0.0,0.0,3.89
355673,2020-04-11,"Signature Latte, Small, Original, Caramel Craze",3.39,1,3.39,0.09,0.0,0.0,3.39
355673,2020-04-11,"Box of Joe, Original Blend",15.99,3,47.97,1.29,0.0,0.0,47.97
355673,2020-04-11,"Hot Coffee, Large, Dark Roast",2.39,1,2.39,0.06,0.0,0.0,2.39
355673,2020-04-11,"Hot Coffee, Large, Decaf",2.39,1,2.39,0.06,0.0,0.0,2.39
355673,2020-04-11,"Hot Coffee, Large, Original Blend",2.39,52,124.28,3.33,2.39,0.0,121.89
355673,2020-04-11,"Hot Coffee, Medium, Decaf",2.09,2,4.18,0.11,0.0,0.0,4.18
355673,2020-04-11,"Hot Coffee, Medium, Original Blend",2.09,67,140.03,3.76,2.29,0.0,137.74
