PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
347884,2020-04-11,"Bagel w/CC, Item Only",2.49,6,14.94,1.2,0.98,0,13.96
347884,2020-04-11,1.5oz Plain CC,0.99,2,1.98,0.16,0.0,0,1.98
347884,2020-04-11,z-No Price 1.5oz Plain CC,0.0,2,0.0,0.0,0.0,0,0.0
347884,2020-04-11,z-No Price 1.5oz Strawberry CC,0.0,1,0.0,0.0,0.0,0,0.0
347884,2020-04-11,z-No Price 1.5oz Veggie CC,0.0,2,0.0,0.0,0.0,0,0.0
347884,2020-04-11,Everything Bagel,1.39,1,1.39,0.11,0.0,0,1.39
347884,2020-04-11,"Croissant, Plain Croissant",1.59,1,1.59,0.13,0.0,0,1.59
347884,2020-04-11,"English Muffin, Item Only",1.69,2,3.38,0.27,0.0,0,3.38
347884,2020-04-11,Multigrain Thin w/CC,2.29,2,4.58,0.37,0.0,0,4.58
347884,2020-04-11,"Coca-Cola Cooler Beverages, Apple Juice",1.99,1,1.99,0.16,0.0,0,1.99
347884,2020-04-11,"Coca-Cola Cooler Beverages, Coca-Cola",1.89,3,5.67,0.46,0.0,0,5.67
347884,2020-04-11,"Coca-Cola Cooler Beverages, Diet Coke",1.89,4,7.56,0.61,0.0,0,7.56
347884,2020-04-11,"Coca-Cola Cooler Beverages, Powerade Mountain Berry Blast",2.69,2,5.38,0.43,0.0,0,5.38
347884,2020-04-11,"Coca-Cola Cooler Beverages, Simply Orange Juice",2.29,4,9.16,0.74,0.0,0,9.16
347884,2020-04-11,"Dairy Cooler Beverages, Milk 16oz Whole Choc",1.99,1,1.99,0.16,0.0,0,1.99
347884,2020-04-11,"Cold Brew Coffee, Large",3.79,3,11.37,0.92,0.0,0,11.37
347884,2020-04-11,"Cold Brew Coffee, Medium",3.29,2,6.58,0.53,0.0,0,6.58
347884,2020-04-11,"Energy Cold Brew, Large",4.69,2,9.38,0.76,0.0,0,9.38
347884,2020-04-11,"Energy Cold Brew, Small",4.09,1,4.09,0.33,0.0,0,4.09
347884,2020-04-11,"Iced Coffee, Large, Dark Roast",3.29,1,3.29,0.27,0.0,0,3.29
347884,2020-04-11,"Iced Coffee, Large, Original Blend",3.29,21,69.09,5.57,9.87,0,59.22
347884,2020-04-11,"Iced Coffee, Medium, Dark Roast",2.79,1,2.79,0.22,0.0,0,2.79
347884,2020-04-11,"Iced Coffee, Medium, Original Blend",2.79,23,64.17,5.17,5.58,0,58.59
347884,2020-04-11,"Iced Coffee, Small, Original Blend",2.29,4,9.16,0.74,0.11,0,9.05
347884,2020-04-11,Add Espresso Shot,0.99,8,7.92,0.64,0.0,0,7.92
347884,2020-04-11,"Add Espresso Shot - Espresso, Regular",0.99,2,1.98,0.16,0.0,0,1.98
347884,2020-04-11,"Cappuccino, Medium, Original",3.59,3,10.77,0.87,0.0,0,10.77
347884,2020-04-11,"Iced Americano, Large, Original",4.49,1,4.49,0.36,0.0,0,4.49
347884,2020-04-11,"Iced Americano, Medium, Original",4.09,1,4.09,0.33,0.0,0,4.09
347884,2020-04-11,"Iced Latte, Large, Original",4.49,8,35.92,2.89,8.98,0,26.94
347884,2020-04-11,"Iced Latte, Medium, Decaf",2.0,2,4.0,0.32,0.0,0,4.0
347884,2020-04-11,"Iced Latte, Medium, Original",2.0,5,10.0,0.81,0.0,0,10.0
347884,2020-04-11,"Iced Latte, Small, Decaf",3.59,1,3.59,0.29,0.0,0,3.59
347884,2020-04-11,"Iced Latte, Small, Original",3.59,2,7.18,0.58,0.0,0,7.18
347884,2020-04-11,"Iced Macchiato, Large, Original",4.79,3,14.37,1.16,0.0,0,14.37
347884,2020-04-11,"Iced Macchiato, Medium, Original",4.39,1,4.39,0.35,0.0,0,4.39
347884,2020-04-11,"Iced Matcha Latte, Large",4.79,1,4.79,0.39,0.0,0,4.79
347884,2020-04-11,"Iced Matcha Latte, Medium",4.29,2,8.58,0.69,0.0,0,8.58
347884,2020-04-11,"Iced Matcha Latte, Small",3.79,1,3.79,0.31,0.0,0,3.79
347884,2020-04-11,"Iced Signature Latte, Small, Original, Caramel Craze",3.89,1,3.89,0.31,0.0,0,3.89
347884,2020-04-11,"Latte, Large, Original",3.99,2,7.98,0.64,0.0,0,7.98
347884,2020-04-11,"Latte, Medium, Decaf",2.0,1,2.0,0.16,0.0,0,2.0
347884,2020-04-11,"Latte, Medium, Original",2.0,1,2.0,0.16,0.0,0,2.0
347884,2020-04-11,"Latte, Medium, Original",3.59,4,14.36,1.16,0.0,0,14.36
347884,2020-04-11,"Matcha Latte, Medium",3.89,1,3.89,0.31,0.0,0,3.89
347884,2020-04-11,"Box of Joe, Original Blend",15.99,1,15.99,1.29,0.0,0,15.99
347884,2020-04-11,"Hot Coffee, Large, Original Blend",2.39,25,59.75,4.81,4.78,0,54.97
